,,,,,,,28/07/2026,RELATÓRIO BAHIA ATUALIZADO,,,,28/07/2026,,EM VERDE DATA REPROGRAMADA,,28/07/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,28/07/2026 10:10:01,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
733,OK,DASS SEST,7,140125,1426514,95893,ATAC. MR130027 6MM RECICLADO COR 6249/PET,120CM,15859151,156,134816,15856848NBR3282883,25/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1426514,NIKE,
997,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,240,134938,15865492NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
998,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,258,134938,15865493NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
999,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,240,134938,15865494NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1000,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,258,134938,15865495NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1001,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,240,134938,15865496NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1002,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,100CM,15872663,258,134938,15865497NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1003,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,843,134938,15865492NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1004,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,870,134938,15865493NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1005,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,843,134938,15865494NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1006,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,870,134938,15865495NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1007,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,831,134938,15865496NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1008,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,105CM,15872663,876,134938,15865497NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1009,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,18,134938,15865492NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1010,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,12,134938,15865493NBR3282916,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1011,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,18,134938,15865494NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1012,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,12,134938,15865495NBR3282927,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1013,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,18,134938,15865496NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1014,OK,DASS SEST,7,140188,1269460,85472,ATAC. MR140014 6MM RECICLADO COR 5481/PET,110CM,15872663,12,134938,15865497NBR3282932,26/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269460,NIKE,
1370,OK,DASS SEST,7,140286,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,100CM,15874807,516,135008,15865474NBR3282925,30/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1454466,NIKE,
1371,OK,DASS SEST,7,140286,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,105CM,15874807,1665,135008,15865474NBR3282925,30/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1454466,NIKE,
1372,OK,DASS SEST,7,140286,1454466,95945,ATAC. MR140014 6MM RECICLADO COR 6248/PET,110CM,15874807,30,135008,15865474NBR3282925,30/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1454466,NIKE,
1402,OK,DASS SEST,7,140569,112354,71376,FITA MFGP C/ GOMA POLIESTER COR 102,8MM,15901025,110,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,112354,FILA,
1403,OK,DASS SEST,7,140569,816595,71376,FITA MFGP C/ GOMA POLIESTER COR 102,10MM,15901025,40,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816595,FILA,
1404,OK,DASS SEST,7,140569,1287881,85789,FITA MFGP C/ GOMA POLIESTER COR 5508,8MM,15901025,50,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1287881,FILA,
1405,OK,DASS SEST,7,140569,1264051,85789,FITA MFGP C/ GOMA POLIESTER COR 5508,10MM,15901025,30,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1264051,FILA,
1406,OK,DASS SEST,7,140569,1269691,85854,FITA MFGP C/ GOMA POLIESTER COR 4039,8MM,15901025,60,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1269691,FILA,
1407,OK,DASS SEST,7,140569,1294763,89100,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 5535 / COR 5535,16MM,15901025,20,135277,0,07/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1294763,FILA,
1422,OK,DASS SEST,7,140571,1287984,89070,FITA M41476 C/ GOMA POLIESTER COR 114/ COR 5508,12MM,15899917,70,135527,0,07/07/2026,10/08/2026,13,,24/08/2026,,10/08/2026,,#N/A,1287984,FILA,
1423,OK,DASS SEST,7,140571,1356824,90475,FITA M41476 C/ GOMA POLIESTER COR 5508 / COR 102,12MM,15899917,160,135527,0,07/07/2026,10/08/2026,13,,24/08/2026,,10/08/2026,,#N/A,1356824,FILA,
1424,OK,DASS SEST,7,140571,1394708,92487,FITA M41476 C/ GOMA POLIESTER COR 114 / COR 599,12MM,15899917,150,135527,0,07/07/2026,10/08/2026,13,,24/08/2026,,10/08/2026,,#N/A,1394708,FILA,
1425,OK,DASS SEST,7,140571,1394642,92688,FITA M41476 C/ GOMA POLIESTER COR 5512 / COR 5535,12MM,15899917,80,135527,0,07/07/2026,10/08/2026,13,,24/08/2026,,10/08/2026,,#N/A,1394642,FILA,
1678,OK,DASS SEST,7,140940,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,135CM,15944080,560,135627,15941773NBR3283286,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1065806,NIKE,
1679,OK,DASS SEST,7,140940,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,135CM,15944080,588,135627,15941775NBR3283286,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1065806,NIKE,
1680,OK,DASS SEST,7,140940,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,140CM,15944080,216,135627,15941773NBR3283286,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1065806,NIKE,
1681,OK,DASS SEST,7,140940,1065806,93661,ATAC. MR110029 RECICLADO COR 4662/PET,140CM,15944080,222,135627,15941775NBR3283286,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1065806,NIKE,
1682,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,662,135627,15941766NBR3283303,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1683,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,690,135627,15941767NBR3283303,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1684,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,662,135627,15941770NBR3283305,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1685,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,690,135627,15941771NBR3283305,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1686,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,572,135627,15941783NBR3283309,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1687,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,135CM,15944080,540,135627,15941784NBR3283309,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1688,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,156,135627,15941766NBR3283303,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1689,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,168,135627,15941767NBR3283303,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1690,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,156,135627,15941770NBR3283305,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1691,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,168,135627,15941771NBR3283305,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1692,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,228,135627,15941783NBR3283309,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1693,OK,DASS SEST,7,140940,1069210,93696,ATAC. MR110029 RECICLADO COR 4085/PET,140CM,15944080,264,135627,15941784NBR3283309,17/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1069210,NIKE,
1812,OK,DASS SEST,7,140977,1065276,74236,FITA MR100001 C/ GOMA RECICLADO COR 4662/PET,10MM,15951749,560,135664,0,20/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1065276,NIKE,
1813,OK,DASS SEST,7,140978,1074423,74005,FITA MFGP C/ GOMA POLIESTER COR 4699,10MM,15951760,70,135665,0,20/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1074423,NIKE,
1814,OK,DASS SEST,7,140978,965421,74014,FITA MFGP C/ GOMA POLIESTER COR 4085,10MM,15951760,70,135665,0,20/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,965421,NIKE,
1815,OK,DASS SEST,7,140978,1341133,91535,FITA MFGP C/ GOMA POLIESTER COR 5149,10MM,15951760,130,135665,0,20/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1341133,NIKE,
1841,OK,DASS SEST,7,141100,1356830,90932,FITA M41476 C/ GOMA POLIESTER COR 5855 / COR 114,12MM,15963574,10,135790,0,23/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1356830,FILA,NORMAL
1842,OK,DASS SEST,7,141100,1358279,92619,FITA M31119 C/ GOMA POLIESTER COR 5508 / COR 102 / COR 102,16MM,15963574,240,135790,0,23/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1358279,FILA,NORMAL
1878,OK,DASS ITABERABA,70,139887,898941,70164,FITA MFGP C/ GOMA POLIESTER COR 100,12MM,15844154,240,134569,0,19/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,898941,FILA,
1885,OK,DASS ITABERABA,70,139919,1273335,85997,FITA MFGP C/ GOMA POLIESTER COR 5507,12MM,15849135,350,134595,0,22/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1273335,FILA,
1886,OK,DASS ITABERABA,70,139919,1411787,86298,FITA MFGP C/ GOMA POLIESTER COR 486,12MM,15849135,230,134595,0,22/06/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1411787,FILA,
2028,OK,DASS ITABERABA,70,140512,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,90CM,15895711,336,135189,15889212BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1179318,FILA,
2029,OK,DASS ITABERABA,70,140512,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,90CM,15895711,312,135189,15889213BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1179318,FILA,
2030,OK,DASS ITABERABA,70,140512,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,100CM,15895711,492,135189,15889212BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1179318,FILA,
2031,OK,DASS ITABERABA,70,140512,1179318,75593,ATAC. M13725 6MM POLIESTER COR 057,100CM,15895711,492,135189,15889213BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1179318,FILA,
2032,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,396,135189,15889202BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2033,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,420,135189,15889203BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2034,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,348,135189,15889204BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2035,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,348,135189,15889205BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2036,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,276,135189,15889206BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2037,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15895711,276,135189,15889209BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2038,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,540,135189,15889202BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2039,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,576,135189,15889203BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2040,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,504,135189,15889204BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2041,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,540,135189,15889205BRITB00543,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2042,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,504,135189,15889206BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2043,OK,DASS ITABERABA,70,140512,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15895711,504,135189,15889209BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,816378,FILA,
2044,OK,DASS ITABERABA,70,140512,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,90CM,15895711,540,135189,15889210BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404465,FILA,
2045,OK,DASS ITABERABA,70,140512,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,90CM,15895711,384,135189,15889211BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404465,FILA,
2046,OK,DASS ITABERABA,70,140512,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,100CM,15895711,576,135189,15889210BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404465,FILA,
2047,OK,DASS ITABERABA,70,140512,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,100CM,15895711,540,135189,15889211BRITB00544,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404465,FILA,
2048,OK,DASS ITABERABA,70,140512,1417979,94984,ATAC. M13725 6MM POLIESTER COR 053,105CM,15895711,276,135189,15889227BRITB00540,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1417979,FILA,
2049,OK,DASS ITABERABA,70,140512,1417979,94984,ATAC. M13725 6MM POLIESTER COR 053,110CM,15895711,228,135189,15889227BRITB00540,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1417979,FILA,
2050,OK,DASS ITABERABA,70,140512,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,115CM,15895711,348,135189,15889193BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1051608,FILA,
2051,OK,DASS ITABERABA,70,140512,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,115CM,15895711,360,135189,15889194BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1051608,FILA,
2052,OK,DASS ITABERABA,70,140512,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,125CM,15895711,420,135189,15889193BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1051608,FILA,
2053,OK,DASS ITABERABA,70,140512,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,125CM,15895711,408,135189,15889194BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1051608,FILA,
2054,OK,DASS ITABERABA,70,140512,1163455,73821,ATAC. M21020 8MM POLIESTER COR 100,120CM,15895711,288,135189,15889133BRITB00537,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1163455,FILA,
2055,OK,DASS ITABERABA,70,140512,1163455,73821,ATAC. M21020 8MM POLIESTER COR 100,130CM,15895711,348,135189,15889133BRITB00537,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1163455,FILA,
2056,OK,DASS ITABERABA,70,140512,1421812,95779,ATAC. M21020 8MM REFLEX COR 5998/1,115CM,15895711,336,135189,15889195BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1421812,FILA,
2057,OK,DASS ITABERABA,70,140512,1421812,95779,ATAC. M21020 8MM REFLEX COR 5998/1,115CM,15895711,348,135189,15889196BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1421812,FILA,
2058,OK,DASS ITABERABA,70,140512,1421812,95779,ATAC. M21020 8MM REFLEX COR 5998/1,125CM,15895711,432,135189,15889195BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1421812,FILA,
2059,OK,DASS ITABERABA,70,140512,1421812,95779,ATAC. M21020 8MM REFLEX COR 5998/1,125CM,15895711,444,135189,15889196BRITB00542,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1421812,FILA,
2060,OK,DASS ITABERABA,70,140513,1403524,92945,FITA M32207 C/ GOMA POLIESTER COR 788 / COR 174 / COR 788,15MM,15895641,470,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1403524,FILA,
2061,OK,DASS ITABERABA,70,140513,1403527,92950,FITA M32207 C/ GOMA POLIESTER COR 114 / COR 491 / COR 114,15MM,15895641,440,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1403527,FILA,
2062,OK,DASS ITABERABA,70,140513,108955,70164,FITA MFGP C/ GOMA POLIESTER COR 100,8MM,15895641,120,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,108955,FILA,
2063,OK,DASS ITABERABA,70,140513,1072623,72801,FITA MFGP C/ GOMA POLIESTER COR 057,8MM,15895641,60,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1072623,FILA,
2064,OK,DASS ITABERABA,70,140513,902057,73522,FITA MFGP C/ GOMA POLIESTER COR 057,15MM,15895641,190,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,902057,FILA,
2065,OK,DASS ITABERABA,70,140513,1413356,73872,FITA MFGP C/ GOMA POLIESTER COR 057 / COR 114 / COR 057,15MM,15895641,130,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1413356,FILA,
2066,OK,DASS ITABERABA,70,140513,1104264,74030,FITA MFGP C/ GOMA POLIESTER COR 114,8MM,15895641,150,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1104264,FILA,
2067,OK,DASS ITABERABA,70,140513,1146621,78187,FITA MFGP C/ GOMA POLIESTER COR 053,8MM,15895641,230,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1146621,FILA,
2068,OK,DASS ITABERABA,70,140513,1342143,79466,FITA MFGP C/ GOMA POLIESTER COR 599,20MM,15895641,80,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1342143,FILA,
2069,OK,DASS ITABERABA,70,140513,1386952,92300,FITA MFGP C/ GOMA POLIESTER COR 788,15MM,15895641,320,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1386952,FILA,
2070,OK,DASS ITABERABA,70,140513,1401452,95090,FITA MFGP C/ GOMA POLIESTER COR 6009 / COR 174 / COR 6009,15MM,15895641,100,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1401452,FILA,
2071,OK,DASS ITABERABA,70,140513,1413354,95091,FITA MFGP C/ GOMA POLIESTER COR 114 / COR 5998 / COR 114,15MM,15895641,530,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1413354,FILA,
2072,OK,DASS ITABERABA,70,140513,1401457,95093,FITA MFGP C/ GOMA POLIESTER COR 6038 / COR 4039 / COR 6038,15MM,15895641,170,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1401457,FILA,
2073,OK,DASS ITABERABA,70,140513,1316829,87946,FITA M31119 C/ GOMA POLIESTER COR 100/ COR 5535/ COR 102,16MM,15895641,90,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1316829,FILA,
2074,OK,DASS ITABERABA,70,140513,1358112,92574,FITA M31119 C/ GOMA POLIESTER COR 057 / COR 102 / COR 102,16MM,15895641,90,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1358112,FILA,
2075,OK,DASS ITABERABA,70,140513,1404666,92991,FITA M31119 C/ GOMA POLIESTER COR 100 / COR 5768 / COR 599,16MM,15895641,140,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404666,FILA,
2076,OK,DASS ITABERABA,70,140513,1416908,95301,FITA M31119 C/ GOMA POLIESTER COR 6038 / COR 5508 / COR 5508,16MM,15895641,70,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1416908,FILA,
2077,OK,DASS ITABERABA,70,140513,1417771,95383,FITA M31119 C/ GOMA POLIESTER COR 5855 / COR 5768 / COR 5768,16MM,15895641,140,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1417771,FILA,
2078,OK,DASS ITABERABA,70,140513,1411433,95384,FITA M31119 C/ GOMA POLIESTER COR 6008 / COR 102 / COR 102,16MM,15895641,80,135525,0,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1411433,FILA,
2120,OK,DASS ITABERABA,70,140976,1404666,92991,FITA M31119 C/ GOMA POLIESTER COR 100 / COR 5768 / COR 599,16MM,15935264,10,135663,0,20/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1404666,FILA,
2458,OK,DASS SANTO ANTONIO,1526,140529,1260166,73756,ATAC. M10110 5MM POLIESTER COR 100 / COR 263,115CM,15886053,684,135203,15884397BRSA001868,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1260166,FILA,
2459,OK,DASS SANTO ANTONIO,1526,140529,1260166,73756,ATAC. M10110 5MM POLIESTER COR 100 / COR 263,115CM,15886053,708,135203,15884398BRSA001868,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1260166,FILA,
2460,OK,DASS SANTO ANTONIO,1526,140529,1260166,73756,ATAC. M10110 5MM POLIESTER COR 100 / COR 263,125CM,15886053,312,135203,15884397BRSA001868,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1260166,FILA,
2461,OK,DASS SANTO ANTONIO,1526,140529,1260166,73756,ATAC. M10110 5MM POLIESTER COR 100 / COR 263,125CM,15886053,360,135203,15884398BRSA001868,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1260166,FILA,
2462,OK,DASS SANTO ANTONIO,1526,140529,1294817,87843,ATAC. M10110 5MM POLIESTER COR 599 / COR 114,105CM,15886053,360,135203,15884407BRSA001878,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1294817,FILA,
2463,OK,DASS SANTO ANTONIO,1526,140529,1294817,87843,ATAC. M10110 5MM POLIESTER COR 599 / COR 114,105CM,15886053,360,135203,15884408BRSA001878,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1294817,FILA,
2464,OK,DASS SANTO ANTONIO,1526,140529,1294817,87843,ATAC. M10110 5MM POLIESTER COR 599 / COR 114,105CM,15886053,540,135203,15884409BRSA001879,06/07/2026,10/08/2026,13,,10/08/2026,,,,#N/A,1294817,FILA,
